"","convergence","time","mu","x_C","C","A","p","tau ctr","tau enz","tau r","v ctr","v enz","v r","p ctr","p enz","p r","q ctr","q enz","q r","dq ctr","dq enz","dq r"
"1866",0,1.865,1.26516256562804,10,0.168996409168578,0.170328336503655,0.660675254327767,0.144285714285714,0.200040994240509,0.284662530585968,430.155272313535,371.204203744282,310.220904686241,62.0652607195244,74.2560579832627,88.3082677686537,1,0.831003590831422,0.660675254327767,0,0.040422434813725,0.0765528257354875
"1867",0,1.866,1.26570704680467,10,0.168956890138124,0.170291618193592,0.660751491668284,0.144285714285714,0.200054369548035,0.284687972875868,430.340395913589,371.067891273529,310.268754300685,62.0919714103893,74.2337530482446,88.3297827085826,1,0.831043109861876,0.660751491668284,0,0.0395190304538495,0.0762373405166494
"1868",0,1.867,1.26626824478971,10,0.168918285628388,0.170254322517635,0.660827391853977,0.144285714285714,0.200067441376739,0.284713826459655,430.5312032285,370.93214377994,310.312875276952,62.1195021801122,74.2114449304413,88.3503661197987,1,0.831081714371612,0.660827391853977,0,0.0386045097362508,0.0759001856932562
"1869",0,1.868,1.26684516438656,10,0.168880605640049,0.170216460188943,0.660902934171008,0.144285714285714,0.200080205917539,0.284740084439408,430.727355891429,370.797055197944,310.353361126904,62.147804207192,74.1891511576218,88.3700422533289,1,0.831119394359951,0.660902934171008,0,0.0376799883388124,0.0755423170309966
"1870",0,1.869,1.26743786861742,10,0.168843860142486,0.170178042087414,0.6609780977701,0.144285714285714,0.200092659375559,0.284766739796916,430.928875329922,370.662649743833,310.390171981169,62.1768805833173,74.166875318435,88.3887973400818,1,0.831156139857514,0.6609780977701,0,0.036745497563162,0.0751635990923205
"1871",0,1.87,1.26804674939456,10,0.168808059433931,0.170139079222348,0.661052861343721,0.144285714285714,0.200104797848407,0.284793785418855,431.135894794149,370.528921950534,310.423231912728,62.2067505345844,74.1446150238999,88.4066072983809,1,0.831191940566069,0.661052861343721,0,0.0358007085555778,0.0747635736207952
"1872",0,1.871,1.2686713468821,10,0.168773213235701,0.170099582782353,0.661127203981946,0.144285714285714,0.200116617633643,0.284821214061426,431.348257939914,370.395933821866,310.45256471081,62.237391502759,74.1223814616865,88.4234763894162,1,0.831226786764299,0.661127203981946,0,0.0348461982296877,0.0743426382250334
"1873",0,1.872,1.26931122073684,10,0.168739330715412,0.17005956412955,0.661201105155038,0.144285714285714,0.200128115221713,0.284849018353607,431.565815050524,370.263745157363,310.478192709755,62.2687818858613,74.1001854532758,88.4394084135758,1,0.831260669284588,0.661201105155038,0,0.0338825202885751,0.073901173091806
"1874",0,1.873,1.26996644604109,10,0.168706421056398,0.170019034732643,0.661274544210959,0.144285714285714,0.200139287103377,0.284877190842919,431.78859165397,370.132367767932,310.500083154516,62.3009253672157,74.0780282189588,88.4543914455514,1,0.831293578943602,0.661274544210959,0,0.0329096590143685,0.073439055920721
"1875",0,1.874,1.2706371151291,10,0.168674493434311,0.169978006236708,0.661347500328981,0.144285714285714,0.200150129778026,0.284905723946219,432.016619143893,370.001826264148,310.518191298964,62.333826476476,74.0559135448757,88.4684100905018,1,0.831325506565689,0.661347500328981,0,0.0319276220869247,0.0729561180222715
"1876",0,1.875,1.27132268481282,10,0.168643556378267,0.169936490437204,0.661419953184528,0.144285714285714,0.200160639971153,0.284934609967008,432.249712836359,369.872183075021,310.532555714352,62.367458566389,74.0338528718237,88.4814726445269,1,0.831356443621733,0.661419953184528,0,0.0309370560437339,0.0724528555473558
"1877",0,1.876,1.27202262354394,10,0.168613617768413,0.169894499304079,0.661491882927508,0.144285714285714,0.200170814635964,0.284963841077915,432.487692004941,369.743504965964,310.543210340326,62.401795560713,74.0118585953937,88.493586039246,1,0.831386382231587,0.661491882927508,0,0.0299386098537857,0.0719297429794263
"1878",0,1.877,1.2727374562376,10,0.168584685981322,0.16985204488221,0.661563269136468,0.144285714285714,0.200180650564653,0.284993409389276,432.730735120783,369.61576763698,310.550070828834,62.4368632102844,73.9899248245243,88.5047234715905,1,0.831415314018678,0.661563269136468,0,0.0289317870911798,0.0713862089603001
"1879",0,1.878,1.27346721715602,10,0.168556769357594,0.169809139338006,0.6616340913044,0.144285714285714,0.20019014456956,0.285023306916053,432.978853833045,369.488989098361,310.553107606718,62.4726631959108,73.9680541444616,88.5148737031236,1,0.831443230642406,0.6616340913044,0,0.0279166237281414,0.070822167931972
"1880",0,1.879,1.27421046215805,10,0.168529874622551,0.169765795057612,0.661704330319837,0.144285714285714,0.200199294020918,0.285053525508672,433.231557133738,369.36330704201,310.552462635147,62.5091246721537,73.9462733070421,88.5240743295487,1,0.831470125377449,0.661704330319837,0,0.0268947350428039,0.0702390154369015
"1881",0,1.88,1.27496771661811,10,0.168504009015858,0.169722024471431,0.66177396651271,0.144285714285714,0.20020809612324,0.285084056974601,433.489023650157,369.238691576332,310.548056197669,62.5462734123798,73.9245754555337,88.532299746408,1,0.831495990984142,0.66177396651271,0,0.0258656066929319,0.069636192873479
"1882",0,1.881,1.27573932222933,10,0.168479180073916,0.169677840102582,0.661842979823502,0.144285714285714,0.200216547989449,0.285114893043992,433.751369557973,369.115134719339,310.539824600057,62.5841261790789,73.9029580841664,88.5395288767455,1,0.831520819926084,0.661842979823502,0,0.0248289419424452,0.0690133107920099
"1883",0,1.882,1.27652443676562,10,0.168455394375281,0.169633254628132,0.661911350996587,0.144285714285714,0.200224647068314,0.285146025326294,434.018308500311,368.992720711523,310.527843785407,62.6226416550449,73.8814372752417,88.5457804085529,1,0.831544605624719,0.661911350996587,0,0.023785698634482,0.0683711730844472
"1884",0,1.883,1.27732266750701,10,0.168432658019134,0.169588280851687,0.66197906112918,0.144285714285714,0.200232390982246,0.285177445328684,434.289706952383,368.871498350332,310.512137547946,62.6618005745581,73.8600220798908,88.5510581294722,1,0.831567341980866,0.66197906112918,0,0.0227363561479121,0.0677101325927687
"1885",0,1.884,1.27813425916695,10,0.168410977308328,0.169542931657075,0.662046091034598,0.144285714285714,0.200239777295074,0.285209144487786,434.565648116764,368.751464286793,310.492656475726,62.7016149425616,73.8387110860198,88.5553449231817,1,0.831589022691672,0.662046091034598,0,0.0216807108058825,0.0670299054179591
"1886",0,1.885,1.27895897505012,10,0.168390358240459,0.169497220030991,0.66211242172855,0.144285714285714,0.200246803685696,0.285241114153248,434.846051517042,368.632652197905,310.469408192881,62.7420731474589,73.8175103368113,88.5586399034369,1,0.831609641759541,0.66211242172855,0,0.0206190678684326,0.0663306939524544
"1887",0,1.886,1.27979630245681,10,0.168370806216131,0.169451159075685,0.662178034708184,0.144285714285714,0.200253468047944,0.285273345578255,435.130742835314,368.51511712631,310.442433207221,62.7831500376667,73.796430232638,88.5609515304777,1,0.831629193783869,0.662178034708184,0,0.0195520243282399,0.0656129796335891
"1888",0,1.887,1.28064611044715,10,0.168352326457915,0.169404761964298,0.662242911577787,0.144285714285714,0.200259768348239,0.285305829950176,435.41967755203,368.39887964407,310.411730685599,62.82483918965,73.7754742972724,88.5622764495253,1,0.831647673542085,0.662242911577787,0,0.0184797582161167,0.0648768696037694
"1889",0,1.888,1.28150842515656,10,0.168334924153829,0.169358041971525,0.662307033874647,0.144285714285714,0.200265702576975,0.285338558368541,435.712864553231,368.283955935162,310.377275875462,62.8671418855377,73.7546451831829,88.5626044486594,1,0.831665075846171,0.662307033874647,0,0.0174023040863114,0.0641222968593702
"1890",0,1.889,1.28238286535541,10,0.168318604047642,0.169311012456978,0.66237038349538,0.144285714285714,0.20027126888853,0.285371521856126,436.01017422084,368.170386448741,310.33909735575,62.9100394232926,73.7339504612698,88.5619405038667,1,0.831681395952358,0.66237038349538,0,0.0163201061862406,0.0633496207329554
"1891",0,1.89,1.28326875009022,10,0.16830337011196,0.169263686896167,0.662432942991873,0.144285714285714,0.200276465713184,0.285404711336668,436.311375030675,368.058238326872,310.297257030069,62.9534983972831,73.7134031487269,88.5602990712268,1,0.83169662988804,0.662432942991873,0,0.0152339356824793,0.062559496493142
"1892",0,1.891,1.28416629545292,10,0.168289226516702,0.169216078803355,0.662494694679944,0.144285714285714,0.200281291427101,0.285438117688423,436.616540453992,367.947502964417,310.251715604417,62.9975294083617,73.6930010710906,88.5576657117286,1,0.831710773483298,0.662494694679944,0,0.0141435952583091,0.0617516880709879
"1893",0,1.892,1.28507570394569,10,0.168276177609171,0.169168201741429,0.6625556206494,0.144285714285714,0.200285744359271,0.28547173173679,436.925739341533,367.838174586528,310.20243402215,63.0421423907069,73.6727426008184,88.5540260292705,1,0.831723822390829,0.6625556206494,0,0.0130489075307327,0.0609259694559494
"1894",0,1.893,1.2859959624003,10,0.168264226628428,0.169120069379948,0.662615703991625,0.144285714285714,0.200289823230487,0.28550554421309,437.238627216102,367.730341208062,310.149517141539,63.0872876411804,73.6526450370495,88.5494066789224,1,0.831735773371572,0.662615703991625,0,0.0119509807428031,0.0600833422247371
"1895",0,1.894,1.28692646500967,10,0.168253376127878,0.169071695489201,0.662674928382921,0.144285714285714,0.20029352700954,0.285539545758188,437.554998103287,367.624062617799,310.093020072482,63.1329354406171,73.6327201152949,88.5438200942812,1,0.831746623872122,0.662674928382921,0,0.0108505005500525,0.0592243912964641
"1896",0,1.895,1.28786811673245,10,0.168243629606906,0.169023093809788,0.662733276583306,0.144285714285714,0.200296854356459,0.285573727013721,437.875159689034,367.519270638564,310.032827445929,63.1791301837035,73.6129538242845,88.5372300303358,1,0.831756370393094,0.662733276583306,0,0.00974652097152084,0.0583482003846392
"1897",0,1.896,1.28882038185125,10,0.168234989966535,0.168974278156772,0.662790731876693,0.144285714285714,0.200299804149784,0.285608078548536,438.198929829425,367.416014992596,309.968989160948,63.2258455896743,73.593355844511,88.5296474038904,1,0.831765010033465,0.662790731876693,0,0.00863964037167708,0.0574552933874095
"1898",0,1.897,1.28978235020742,10,0.168227459114778,0.168925262435012,0.66284727845021,0.144285714285714,0.200302375621582,0.285642590847446,438.525999070523,367.314374088567,309.901600009317,63.2730370087469,73.5739417298942,88.5210959344303,1,0.831772540885222,0.66284727845021,0,0.00753085175719814,0.0565465735169468
"1899",0,1.898,1.2907540981492,10,0.16822103901831,0.168876060577353,0.662902900404337,0.144285714285714,0.200304567998576,0.285677254354318,438.856393370729,367.214347697124,309.830640429625,63.320708186348,73.5547112783513,88.5115666727752,1,0.83177896098169,0.662902900404337,0,0.00642009646778519,0.0556219541270053
"1900",0,1.899,1.29173568624959,10,0.168215731689472,0.168826686538876,0.662957581771652,0.144285714285714,0.200306380506676,0.285712059475808,439.19013332486,367.115935501731,309.756093614123,63.3688620940156,73.5356642666739,88.5010514416723,1,0.831784268310528,0.662957581771652,0,0.00530732883796681,0.0546813673150126
"1901",0,1.9,1.29272666196717,10,0.168211538645574,0.168777154317903,0.663011307036523,0.144285714285714,0.200307812555733,0.285746996566235,439.527065068839,367.019176102324,309.678003945289,63.4174765313611,73.5168083310637,88.489559529993,1,0.831788461354426,0.663011307036523,0,0.0041930438973159,0.0537252648707964
"1902",0,1.901,1.29372628377949,10,0.168208460596333,0.168727477981387,0.663064061422279,0.144285714285714,0.200308863846433,0.285782055909333,439.866936485027,366.924132973611,309.596448548375,63.466515121411,73.4981561937813,88.4771095683826,1,0.831791539403667,0.663064061422279,0,0.00307804924104538,0.0527543857565815
"1903",0,1.902,1.29473476251519,10,0.168206498465917,0.168677671593791,0.663115829940293,0.144285714285714,0.200309534021309,0.285817227768116,440.209819255164,366.830791309692,309.511395767722,63.5159882068165,73.4797048719124,88.4636891009706,1,0.831793501534083,0.663115829940293,0,0.0019621304169215,0.05176851801314
"1904",0,1.903,1.29575218051217,10,0.168205653256935,0.168627749223235,0.66316659751983,0.144285714285714,0.200309822711231,0.285852502380336,440.555741374137,366.739146153831,309.422829067543,63.5658998268398,73.4614533473423,88.44928998256,1,0.831794346743065,0.66316659751983,0,0.000845208981248291,0.0507675795371476
"1905",0,1.904,1.29677748776518,10,0.168205924850679,0.168577724999269,0.663216350150053,0.144285714285714,0.200309729945246,0.285887869917413,440.90434584016,366.649280704606,309.330865289189,63.6161984712231,73.4434184025582,88.4339421772366,1,0.831794075149321,0.663216350150053,0,-0.000271593743605969,0.0497526302228879
"1906",0,1.905,1.29781010036232,10,0.168207312503749,0.168527613084033,0.663265074412218,0.144285714285714,0.200309255980959,0.285923320504544,441.255434123189,366.561241377926,309.235567484824,63.6668554949172,73.4256095318691,88.4176602733679,1,0.831792687496251,0.663265074412218,0,-0.00138765306978428,0.0487242621656225
