"","convergence","mu","x_C","x_N","C","N","ADP","ATP","A","NT","DNA","RNA","TC","p","tau ctr","tau ntr","tau met","tau NTS","tau AAS","tau DNAp","tau RNAp","tau TCS","tau r","v ctr","v ntr","v met","v NTS","v AAS","v DNAp","v RNAp","v TCS","v r","p ctr","p ntr","p met","p NTS","p AAS","p DNAp","p RNAp","p TCS","p r","q ctr","q ntr","q met","q NTS","q AAS","q DNAp","q RNAp","q TCS","q r"
"11",4,0.349094578131286,0.0109890109890092,10,7.09697208737315,12.6952065332394,68.0951129952898,28.8790333873167,7.84324229782622,5.93066357389737,4.30691804695267,8.22759343708527,12.2523762124876,184.672882292317,1.68333333333358,0.063125,0.0706815421033704,0.099974509410303,0.108667945011199,0.995686295044741,0.20961816737784,0.0518493547731963,0.0739690898160521,79.298373487672,39.3937833785082,70.8533341460999,34.735852471128,51.852665194695,1.50352173864697,27.688382987,219.646826570422,214.894339787084,133.485595370934,2.48673257576833,5.00802292061173,3.47269980974969,5.63472257006123,1.49703598947263,5.8039880993907,11.3885462356565,15.895538720672,0.668101210584102,0.331898791956443,0.596950432082802,0.292654994875011,0.436866821662787,0.012667406020449,0.23327896120854,1.8505588989851,1.81051845384625
"12",4,0.311374145612115,0.00925681255160882,10,6.64803154475274,12.5070416351995,69.4368706187268,27.6654234470406,7.50233417343872,5.60634459673852,4.14132041310532,7.92524860939832,11.6879172913793,186.879467522697,1.96714243235234,0.063125,0.0722702299402766,0.103859435939689,0.112890691238792,1.04398931077602,0.219787223321267,0.0544486759009688,0.0767922198572406,70.7513649701387,35.1158444920456,63.2933269870883,30.8110501023596,46.5974733031231,1.28950010533668,24.6947742279704,198.008465397299,193.964781774423,139.178012179607,2.21668768356038,4.57422329504199,3.20001828434056,5.26042097117073,1.34622432621605,5.4275958581112,10.7812987580657,14.8949861665832,0.668302917389285,0.331697082176823,0.597855816557006,0.291034875156472,0.440150198721818,0.0121803541561921,0.233261784670696,1.87034745052114,1.83215164237938
"13",4,0.279869602650942,0.00793893129771028,10,6.26313250509623,12.3346906984338,70.6261450603892,26.5874461495379,7.20177101051002,5.32384320669281,3.99154516582851,7.65340359767993,11.1841610901082,188.833860582529,2.26602564102555,0.063125,0.0738357387943534,0.107689803851862,0.117054134621589,1.09206737897732,0.229908921889963,0.0570326728662965,0.0795848274791869,63.6121248365735,31.5435398035739,56.9643948895463,27.5554026200292,42.1596752753149,1.11711215952371,22.1927683156695,179.640754783444,176.162858427586,144.146705959794,1.9911859501006,4.20600818164294,2.96743590321003,4.93496430527919,1.21996174807476,5.1023154372093,10.2453924010188,14.0198906961998,0.668505915045011,0.331494082210299,0.598644284064647,0.289582366416178,0.443060067091496,0.011739838723025,0.23322592867891,1.88786190469835,1.85131235865225
"14",4,0.253397254997485,0.00691306918982804,10,5.93071481202948,12.1768717104784,71.6830517840737,25.6280175249812,6.93579771476092,5.07664997381058,3.85614831571722,7.40882375075243,10.7340255171773,190.56990125838,2.57755916737969,0.063125,0.075368923656692,0.111449093518563,0.121140319041916,1.13964637333741,0.23992555228156,0.0595875063714276,0.0823323650180533,57.61234969711,28.5427176006001,51.6358365423246,24.8367626302279,38.394678185875,0.977137398065918,20.0895398011926,163.988491325746,160.966299546718,148.49924011607,1.80175904853788,3.89173742230789,2.76803468107463,4.6511435649486,1.11359109195817,4.8199939318835,9.7716652717137,13.2527361298857,0.668705299692861,0.331294707254674,0.599336040474996,0.288279767885949,0.445646201168295,0.0113416126932859,0.233178854951684,1.90341088004026,1.86833236527824
"15",4,0.231010959870124,0.00609892911779575,10,5.6416646048786,12.0325087835566,72.6250804012798,24.7719013610742,6.6995464590764,4.8593684309797,3.73369843631213,7.18847592130177,10.3310419154807,192.11671503407,2.8993868450396,0.063125,0.0768629139945269,0.115124184098515,0.125134982715777,1.18650133424304,0.249789754577482,0.0621019393990001,0.0850235578948862,52.5377140255511,26.006012641696,47.1220297909015,22.5507002144744,35.1837760771916,0.862525259638045,18.3105375677857,150.588649056334,147.936889157052,152.327156914135,1.64162954800706,3.6219365230656,2.59613096304157,4.40272121129516,1.02338737137886,4.57378468523895,9.35184715787372,12.578120660034,0.668897650558737,0.331102353405998,0.599946449922879,0.287110139291183,0.447951449588624,0.0109814659891533,0.233125399281795,1.91725878110357,1.88349720621637
"16",4,0.21195810871804,0.00544202576632458,10,5.38873121167529,11.9003118078314,73.4674330120416,24.0057409564039,6.48888687962605,4.66749092111192,3.62283520080198,6.98959161224733,9.96943888850488,193.499540136281,3.22925170068112,0.063125,0.078313026720394,0.118705471242495,0.129027686133147,1.23245708792543,0.259464650089564,0.0645671579533562,0.0876498788213973,48.2178573850436,23.847899711887,43.2746372366187,20.6149920687041,32.4305353000459,0.767889297359128,16.7962910163771,139.060547896752,136.712655216988,155.707597963852,1.50539866931287,3.38896782222667,2.44711234817582,4.18443692982426,0.946390607272336,4.35804377136676,8.97874436112987,11.9828476631205,0.669081397549757,0.330918604292964,0.600488207709468,0.286058079969436,0.450013108391913,0.0106553976494176,0.233068959849217,1.92963418071028,1.89705431506158
"17",4,0.195640070000442,0.00490433424443637,10,5.16611656867819,11.7791515110965,74.2230716488505,23.3180224699857,6.30035287798667,4.49729334142135,3.52231491099116,6.80970972567577,9.64416139807817,194.73980590577,3.56502123142209,0.063125,0.0797159878386884,0.122185640925978,0.132810479267367,1.27737391022313,0.26892082320487,0.0669761117892514,0.090204871438229,44.5172950788661,22.0003287914279,39.9751893125225,18.964826903774,30.0568441580724,0.689105935749911,15.4993874935185,129.092791320942,126.996364197591,158.70510212164,1.38877075495889,3.18666170508631,2.31722953028785,3.99186387789817,0.880245943706834,4.16810804392825,8.64613322269791,11.4556907055662,0.669255642874685,0.330744358179827,0.600971397183796,0.28510980730089,0.451862866424349,0.0103597497382093,0.23301174347547,1.94073065070388,1.9092137833899
"18",4,0.181579385027651,0.00445866482186119,10,4.96914458216284,11.6679851870659,74.9030544530711,22.698862074611,6.13102175412553,4.345688807104,3.4310185308713,6.64665943271741,9.35081089734288,195.855754506158,3.90470649081955,0.063125,0.0810696804867865,0.125559380292441,0.136477587274393,1.32114255328091,0.278135274374928,0.0693233192325009,0.092683804251203,41.3279795898716,20.4090113604271,37.1288887042797,17.548935608897,27.9994368106142,0.623002234854087,14.3819523120378,120.431129849238,118.544558191183,161.373630157029,1.28831884212696,3.01002714408541,2.20343347984506,3.82129558095444,0.823074763254841,4.00012825235576,8.34868566006948,10.9871606264369,0.669420050784789,0.330579949877653,0.601404249824324,0.28425317383301,0.453527721357576,0.0100912309731509,0.232955187808605,1.9507126614896,1.92015445594273
"19",4,0.169393580161582,0.00408515890157268,10,4.7940123365333,11.5658649507634,75.5168136574418,22.1397903249096,5.97842673406748,4.21010868498717,3.34794783351239,6.49853848819231,9.08557520420923,196.862921993456,4.24647532729194,0.063125,0.0823728945385838,0.128823038860019,0.140025042239151,1.36368009255221,0.287090545800466,0.0716046000661415,0.0950833629983963,38.5633594913851,19.0304577987988,34.6595876491524,16.3265536829491,26.2069544620424,0.567120869712875,13.413612061922,112.867759538104,111.157717191806,163.758354617656,1.20129764854918,2.85501055817443,2.10323625954874,3.66962990550699,0.773371440098345,3.85092120801288,8.08185078208734,10.5692495738215,0.669574640636949,0.330425359975029,0.601793548354895,0.283477540838801,0.455030690986115,0.00984690539268351,0.232900208759334,1.95972006923064,1.93002864699466
"20",4,0.15877465282437,0.0037690390473557,10,4.63760284167567,11.4719309781296,76.0724084988957,21.6335462664539,5.84048034758162,4.08840428769681,3.27222003577335,6.36368119717472,8.84515743859837,197.774568401256,4.58866029879943,0.063125,0.0836251306495928,0.131974354636196,0.143450385474126,1.40492580622996,0.29577385394315,0.0738168906870626,0.0974013890971988,36.1537324015044,17.8296496053398,32.5058201372922,15.2650764833695,24.637553872964,0.519545600144861,12.569888263503,106.232391230764,104.67196145133,165.897196524202,1.12549663133707,2.71830345585323,2.01459861736487,3.53426660021623,0.729923021156749,3.71784429533105,7.84174481090654,10.195194444888,0.669719663508703,0.330280337353754,0.602144937143914,0.282773622715962,0.456391448225477,0.00962417657580397,0.232847365375336,1.96787210013845,1.93896635687505
