"","V1","V2","V3","V4","V5","V6"
"1",10,1.36375433593023,2.04989750512474,0.121643932128221,1.36327790170568,0.632415257087766
"2",0.25,1.2492362256821,1.99990000499975,0.0954971028947653,1.2488543993892,0.656217954764124
"3",0.1,1.11094197685001,1.89990500474976,0.07292051174946,1.1109502146511,0.683942240856198
"4",0.05,0.944658833515601,1.79991000449977,0.0534951078986372,0.944665749881389,0.716675004568602
"5",0.03,0.793204199744268,1.69991500424979,0.0394389694184231,0.793123330924888,0.74647435300329
"6",0.018,0.631303121965007,1.54992250387481,0.0279580612409697,0.631296220550334,0.779085959820624
"7",0.01,0.45425205449768,1.34993250337483,0.0165606275983142,0.454256450014156,0.817061624773142
