"","V1","V2","V3","V4","V5","V6","V7"
"results_freq",10,1.52636463716235,0.149040448124098,1.52629356992221,0.619163742394968,2.05995880082398,11.5597688046239
"",0.25,1.41498781535398,0.117817183571283,1.41495999127746,0.640970950459456,2.01995960080798,11.5597688046239
"",0.1,1.27698705862194,0.0902834880656445,1.27694390926702,0.66709673696724,1.95996080078398,11.4797704045919
"",0.05,1.10498736333247,0.0660025203208499,1.10498381327155,0.698793630793109,1.87996240075198,11.2397752044959
"",0.03,0.942932469188121,0.0441051253514916,0.942932678099941,0.728406783923328,1.77996440071199,10.8797824043519
"",0.018,0.764130408494556,0.0253933402415478,0.764094087094759,0.761510204967768,1.65996680066399,10.2997940041199
"",0.01,0.561245660505278,0.0109627496774578,0.561242334654021,0.80088810659438,1.45997080058399,9.31981360372792
