"","V1","V2","V3","V4","V5","V6"
"1",10,1.13043646553475,2.16182828906733,0.0746890404303988,1.13002882760188,0.428347447213504
"2",0.25,1.04207631197595,2.13936430317848,0.0610495602353369,1.04187588353181,0.43945074452302
"3",0.1,0.932999078248446,2.09841569614941,0.0437840887417631,0.933020233987494,0.453011718563091
"4",0.05,0.798566260633965,2.02883075280299,0.0270435543076072,0.798581047388397,0.469810574288982
"5",0.03,0.673613950669568,1.93857769615345,0.01659282069279,0.67358316505934,0.48565042837415
"6",0.018,0.538025575205262,1.81410735247039,0.00878097933415822,0.538035916527595,0.503415186671154
"7",0.01,0.38792974076124,1.62127107652399,0.00346970690936649,0.387916378524277,0.524480273862042
