"","V1","V2","V3","V4","V5"
"1",10,1.52658996715592,1.999600079984,0.157691666683258,1.52616063613846
"2",0.25,1.41498924046203,1.999600079984,0.138573456397305,1.41482844406448
"3",0.1,1.27798125767791,1.999600079984,0.118271866645759,1.27681309860724
"4",0.05,1.10561745736538,1.7996400719856,0.0776613567217612,1.10489709449876
"5",0.03,0.943028447102595,1.7996400719856,0.0472996451617398,0.942885405051347
"6",0.018,0.764196752093389,1.5996800639872,0.0273630099259065,0.764067833029903
"7",0.01,0.561329090553263,1.3997200559888,0.0119104306986556,0.561232375183293
