"","V1","V2","V3","V4","V5","V6","V7"
"results_freq",10,1.13798743524021,0.00217588130371005,1.13798318576693,0.447207901711166,25.7974202579742,2.8997100289971
"",0.25,1.0259283276786,0.00170609738196781,1.02592740028042,0.458647870844827,2.6997300269973,23.8976102389761
"",0.1,0.894299858249578,0.00130069276387312,0.894297611336826,0.472568862465541,2.4997500249975,21.7978202179782
"",0.05,0.741111526029281,0.000941632412264304,0.741111676342276,0.489743157114127,2.2997700229977,19.3980601939806
"",0.03,0.607149189863719,0.000666192029691648,0.607149185326591,0.506016518390743,2.0997900209979,17.3982601739826
"",0.018,0.470283831622365,0.0004227533135433,0.47028233596219,0.524455666948798,15.2984701529847,1.8998100189981
"",0.01,0.328035548006792,0.000261374305076501,0.328034580601305,0.546730724438927,12.7987201279872,1.5998400159984
