"","V1","V2","V3","V4","V5","V6"
"1",10,1.26665739824948,1.86528497409326,0.147046879415371,1.266658792417,0.530152272577581
"2",0.25,1.1991479429506,1.83504944438781,0.11747101521821,1.19914751846845,0.546488456073416
"3",0.1,1.1117511337894,1.79324894514768,0.0911490279990119,1.11175264115199,0.566175023528506
"4",0.05,0.996593379355771,1.73291454565147,0.0677277843224072,0.996595280791042,0.590667671152535
"5",0.03,0.880987769200442,1.66458593424886,0.0501537359965498,0.88098909175619,0.613921316619095
"6",0.018,0.744340340930464,1.57051617631662,0.0353303672830997,0.744341682826021,0.640580751362888
"7",0.01,0.575931446243968,1.4282575258185,0.0224728290636421,0.57593234737,0.673322506979885
